timestamp,server_id,cpu_used,q_len,network_in,network_out,bottleneck
246.04,Server 1,65,8,16,24,0
246.04,Server 2,56,6,9,7,0
247.1,Server 0,59,2,29,36,0
247.1,Server 1,60,5,16,26,0
247.1,Server 2,56,6,10,11,0
247.39,Server 0,52,5,37,36,0
247.39,Server 1,49,4,15,28,0
247.39,Server 2,64,4,6,15,0
248.06,Server 0,57,6,40,40,0
248.06,Server 1,56,8,9,17,0
248.06,Server 2,64,8,3,0,0
248.69,Server 0,65,4,26,30,0
248.69,Server 1,56,5,19,17,0
248.69,Server 2,45,0,3,5,0
248.69,Server 0,45,6,30,35,0
248.69,Server 1,42,4,15,19,0
248.69,Server 2,56,4,3,10,0
248.9,Server 0,36,3,30,33,0
248.9,Server 1,47,5,18,13,0
248.9,Server 2,54,3,2,11,0
250.39,Server 0,58,2,28,32,0
250.39,Server 1,95,8,90,90,1
250.39,Server 2,55,7,1,8,0
250.88,Server 0,37,4,32,30,0
250.88,Server 1,95,5,90,90,1
250.88,Server 2,48,6,3,5,0
250.91,Server 0,54,3,36,27,0
250.91,Server 1,95,2,90,90,1
250.91,Server 2,52,1,6,10,0
254.1,Server 0,62,7,22,26,0
254.1,Server 1,95,3,90,90,1
254.1,Server 2,34,1,5,3,0
255.28,Server 0,35,7,22,25,0
255.28,Server 1,95,6,90,90,1
255.28,Server 2,43,3,5,0,0
255.97,Server 0,46,9,18,24,0
255.97,Server 1,95,1,90,90,1
255.97,Server 2,42,3,0,5,0
256.43,Server 0,23,3,35,12,0
256.43,Server 1,95,5,90,90,1
256.43,Server 2,26,3,9,2,0
256.97,Server 0,31,3,17,27,0
256.97,Server 1,95,3,90,90,1
256.97,Server 2,37,6,5,0,0
257.25,Server 0,29,3,23,12,0
257.25,Server 1,95,3,90,90,1
257.25,Server 2,31,1,12,1,0
259.89,Server 0,19,1,8,25,0
259.89,Server 1,95,2,90,90,1
259.89,Server 2,14,0,11,1,0
260.74,Server 0,26,5,21,16,0
260.74,Server 1,15,5,7,4,0
260.74,Server 2,14,3,5,7,0
262.72,Server 0,28,1,1,15,0
262.72,Server 1,17,0,0,3,0
262.72,Server 2,22,1,5,14,0
263.01,Server 0,11,1,5,17,0
263.01,Server 1,12,5,7,3,0
263.01,Server 2,14,5,7,10,0
264.07,Server 0,32,5,6,25,0
264.07,Server 1,12,0,1,4,0
264.07,Server 2,19,0,1,3,0
265.08,Server 0,32,3,7,15,0
265.08,Server 1,21,2,0,0,0
265.08,Server 2,30,1,15,9,0
265.32,Server 0,24,2,3,8,0
265.32,Server 1,33,4,0,2,0
265.32,Server 2,13,0,0,0,0
266.02,Server 0,17,2,15,16,0
266.02,Server 1,0,0,2,0,0
266.02,Server 2,20,2,11,5,0
266.8,Server 0,25,1,3,5,0
266.8,Server 1,24,0,4,4,0
266.8,Server 2,0,3,14,16,0
267.36,Server 0,10,0,10,7,0
267.36,Server 1,13,2,5,3,0
267.36,Server 2,0,0,14,21,0
269.04,Server 0,9,0,6,4,0
269.04,Server 1,14,1,2,5,0
269.04,Server 2,16,0,11,9,0
269.27,Server 0,6,0,9,0,0
269.27,Server 1,0,0,8,7,0
269.27,Server 2,15,3,10,20,0
271.7,Server 0,13,1,2,5,0
271.7,Server 1,0,2,1,5,0
271.7,Server 2,7,2,18,17,0
272.12,Server 0,8,1,8,4,0
272.12,Server 1,8,1,15,5,0
272.12,Server 2,19,2,18,17,0
273.04,Server 0,2,0,12,1,0
273.04,Server 1,10,3,6,12,0
273.04,Server 2,28,3,15,23,0
273.24,Server 0,7,3,9,11,0
273.24,Server 1,0,0,10,1,0
273.24,Server 2,5,0,20,31,0
275.49,Server 0,16,0,7,4,0
275.49,Server 1,16,0,16,7,0
275.49,Server 2,7,0,25,27,0
276.74,Server 0,14,1,6,18,0
276.74,Server 1,26,4,12,9,0
276.74,Server 2,24,1,23,30,0
277.98,Server 0,0,1,6,0,0
277.98,Server 1,14,0,15,17,0
277.98,Server 2,11,0,32,29,0
278.4,Server 0,0,0,2,4,0
278.4,Server 1,19,2,12,12,0
278.4,Server 2,12,1,23,26,0
279.05,Server 0,16,3,2,6,0
279.05,Server 1,1,2,16,13,0
279.05,Server 2,2,1,37,29,0
279.64,Server 0,27,0,16,1,0
279.64,Server 1,16,0,9,16,0
279.64,Server 2,3,0,29,29,0
279.96,Server 0,16,1,3,6,0
279.96,Server 1,18,3,20,20,0
279.96,Server 2,1,0,28,32,0
280.84,Server 0,0,0,5,3,0
280.84,Server 1,16,2,21,14,0
280.84,Server 2,5,1,33,41,0
281.22,Server 0,14,4,11,0,0
281.22,Server 1,27,0,20,20,0
281.22,Server 2,9,0,38,31,0
281.91,Server 0,18,2,5,5,0
281.91,Server 1,26,0,21,17,0
281.91,Server 2,13,1,37,30,0
286.89,Server 0,25,1,13,15,0
286.89,Server 1,30,2,24,26,0
286.89,Server 2,17,3,36,42,0
287.22,Server 0,22,1,12,15,0
287.22,Server 1,15,3,24,31,0
287.22,Server 2,28,3,38,41,0
289.3,Server 0,24,0,7,14,0
289.3,Server 1,35,0,24,18,0
289.3,Server 2,23,3,47,47,0
291.11,Server 0,33,5,16,21,0
291.11,Server 1,30,1,33,26,0
291.11,Server 2,36,5,44,49,0
291.22,Server 0,42,7,21,22,0
291.22,Server 1,25,3,31,34,0
291.22,Server 2,22,1,49,53,0
291.6,Server 0,28,6,16,20,0
291.6,Server 1,27,0,28,36,0
291.6,Server 2,13,0,57,46,0
292.47,Server 0,31,2,19,20,0
292.47,Server 1,18,4,34,37,0
292.47,Server 2,33,5,51,46,0
294.79,Server 0,1,0,26,15,0
294.79,Server 1,44,8,37,42,0
294.79,Server 2,26,0,53,61,0
296.07,Server 0,44,5,22,15,0
296.07,Server 1,39,3,38,39,0
296.07,Server 2,49,3,52,51,0
296.28,Server 0,39,4,24,23,0
296.28,Server 1,35,5,46,37,0
296.28,Server 2,28,0,46,51,0
296.71,Server 0,61,4,20,19,0
296.71,Server 1,40,2,32,42,0
296.71,Server 2,52,3,51,57,0
296.75,Server 0,40,3,23,30,0
296.75,Server 1,30,0,42,22,0
296.75,Server 2,41,4,51,49,0
299.35,Server 0,24,0,36,31,0
299.35,Server 1,58,7,44,45,0
299.35,Server 2,64,5,56,49,0
300.03,Server 0,42,2,26,22,0
300.03,Server 1,36,4,48,47,0
300.03,Server 2,58,5,51,56,0
300.51,Server 0,39,6,32,26,0
300.51,Server 1,46,6,44,37,0
300.51,Server 2,45,4,51,48,0
301.11,Server 0,44,6,29,23,0
301.11,Server 1,72,5,57,36,0
301.11,Server 2,53,5,45,56,0
302.01,Server 0,52,6,35,30,0
302.01,Server 1,55,8,50,50,0
302.01,Server 2,47,6,52,56,0
302.51,Server 0,63,3,30,28,0
302.51,Server 1,36,4,45,44,0
302.51,Server 2,41,2,56,53,0
303.38,Server 0,67,4,36,31,0
303.38,Server 1,70,3,43,40,0
303.38,Server 2,57,6,68,62,0
303.61,Server 0,64,6,38,42,0
303.61,Server 1,71,9,52,44,0
303.61,Server 2,63,4,60,53,0
304.08,Server 0,67,7,37,30,0
304.08,Server 1,37,4,46,46,0
304.08,Server 2,46,2,57,58,0
304.61,Server 0,82,8,47,35,1
304.61,Server 1,71,5,54,49,0
304.61,Server 2,53,1,60,53,0
304.99,Server 0,56,4,32,36,0
304.99,Server 1,51,8,37,48,0
304.99,Server 2,37,2,55,58,0
306.71,Server 0,78,10,40,38,0
306.71,Server 1,78,7,47,45,0
306.71,Server 2,52,9,51,58,0
307.58,Server 0,69,7,35,46,0
307.58,Server 1,62,10,48,47,0
307.58,Server 2,50,5,50,50,0
309.67,Server 0,75,4,52,40,0
309.67,Server 1,77,6,61,57,0
309.67,Server 2,58,5,61,40,0
309.69,Server 0,55,4,50,39,0
309.69,Server 1,57,5,59,53,0
309.69,Server 2,60,7,53,48,0
309.98,Server 0,69,7,42,47,0
309.98,Server 1,94,8,53,56,1
309.98,Server 2,55,6,57,55,0
310.58,Server 0,80,8,46,45,1
310.58,Server 1,82,8,53,48,1
310.58,Server 2,86,8,53,54,1
310.83,Server 0,80,7,41,37,1
310.83,Server 1,81,10,50,47,1
310.83,Server 2,83,8,43,60,1
311.88,Server 0,72,6,43,44,0
311.88,Server 1,70,5,50,62,0
311.88,Server 2,71,8,50,43,0
313.1,Server 0,68,5,54,44,0
313.1,Server 1,67,3,55,59,0
313.1,Server 2,91,10,48,54,1
313.67,Server 0,67,3,47,51,0
313.67,Server 1,89,9,54,53,1
313.67,Server 2,80,9,43,49,1
314.1,Server 0,73,2,51,45,0
314.1,Server 1,82,7,59,49,1
314.1,Server 2,84,8,49,50,1
314.77,Server 0,78,9,45,50,0
314.77,Server 1,78,7,58,59,0
314.77,Server 2,68,5,43,43,0
315.4,Server 0,88,8,49,49,1
315.4,Server 1,100,8,55,53,1
315.4,Server 2,79,7,43,51,0
315.76,Server 0,81,6,49,52,1
315.76,Server 1,82,9,52,60,1
315.76,Server 2,87,10,45,51,1
319.34,Server 0,82,8,53,51,1
319.34,Server 1,82,10,58,51,1
319.34,Server 2,81,8,44,44,1
320.38,Server 0,80,10,62,53,1
320.38,Server 1,86,8,52,58,1
320.38,Server 2,96,10,41,40,1
322.66,Server 0,97,8,49,43,1
322.66,Server 1,85,9,47,54,1
322.66,Server 2,98,10,50,44,1
322.89,Server 0,88,10,41,55,1
322.89,Server 1,97,8,58,45,1
322.89,Server 2,93,8,39,34,1
322.9,Server 0,84,8,54,55,1
322.9,Server 1,86,7,48,56,1
322.9,Server 2,84,10,37,47,1
323.74,Server 0,85,8,63,58,1
323.74,Server 1,95,10,48,56,1
323.74,Server 2,82,7,43,35,1
325.76,Server 0,89,9,46,57,1
325.76,Server 1,99,7,38,42,1
325.76,Server 2,84,5,28,35,1
326.28,Server 0,91,6,60,64,1
326.28,Server 1,91,7,53,52,1
326.28,Server 2,62,6,37,44,0
326.48,Server 0,96,7,57,52,1
326.48,Server 1,100,7,48,46,1
326.48,Server 2,83,7,37,34,1
327.07,Server 0,100,8,53,60,1
327.07,Server 1,78,7,51,44,0
327.07,Server 2,77,5,32,36,0
330.64,Server 0,100,10,54,59,1
330.64,Server 1,94,10,31,44,1
330.64,Server 2,90,9,36,30,1
333.02,Server 0,100,10,45,49,1
333.02,Server 1,86,7,39,49,1
333.02,Server 2,86,7,22,19,1
333.73,Server 0,87,9,50,51,1
333.73,Server 1,86,7,34,47,1
333.73,Server 2,63,5,28,17,0
334.71,Server 0,80,5,51,49,1
334.71,Server 1,75,9,38,39,0
334.71,Server 2,93,6,19,18,1
335.02,Server 0,66,2,55,49,0
335.02,Server 1,84,6,29,39,1
335.02,Server 2,100,8,22,23,1
337.12,Server 0,79,6,51,49,0
337.12,Server 1,75,4,45,33,0
337.12,Server 2,71,5,16,20,0
337.54,Server 0,59,5,45,50,0
337.54,Server 1,87,4,42,38,1
337.54,Server 2,93,10,27,15,1
339.16,Server 0,81,6,52,47,1
339.16,Server 1,68,7,31,31,0
339.16,Server 2,71,8,20,11,0
341.0,Server 0,86,9,40,36,1
341.0,Server 1,79,10,17,33,0
341.0,Server 2,76,10,16,10,0
341.22,Server 0,71,7,44,53,0
341.22,Server 1,54,4,34,30,0
341.22,Server 2,85,6,6,10,1
344.6,Server 0,78,8,30,46,0
344.6,Server 1,55,10,28,21,0
344.6,Server 2,58,5,18,7,0
345.25,Server 0,59,5,35,31,0
345.25,Server 1,67,8,32,12,0
345.25,Server 2,69,8,13,15,0
346.52,Server 0,52,6,35,30,0
346.52,Server 1,60,4,20,20,0
346.52,Server 2,49,9,17,6,0
347.03,Server 0,47,3,33,35,0
347.03,Server 1,57,7,20,23,0
347.03,Server 2,62,5,15,9,0
347.29,Server 0,75,10,29,33,0
347.29,Server 1,65,7,28,24,0
347.29,Server 2,73,7,1,0,0
347.37,Server 0,57,6,30,35,0
347.37,Server 1,54,7,20,15,0
347.37,Server 2,66,6,3,8,0
348.92,Server 0,58,6,33,29,0
348.92,Server 1,50,0,18,17,0
348.92,Server 2,42,2,4,8,0
349.04,Server 0,62,5,35,31,0
349.04,Server 1,63,7,17,14,0
349.04,Server 2,74,7,4,21,0
349.45,Server 0,36,2,24,36,0
349.45,Server 1,43,4,14,18,0
349.45,Server 2,69,3,10,6,0
350.01,Server 0,62,6,31,32,0
350.01,Server 1,47,3,22,12,0
350.01,Server 2,61,3,6,2,0
350.24,Server 0,55,2,17,30,0
350.24,Server 1,54,5,12,14,0
350.24,Server 2,58,3,11,14,0
351.1,Server 0,59,3,25,30,0
351.1,Server 1,34,0,19,6,0
351.1,Server 2,54,2,7,20,0
352.2,Server 0,35,3,28,33,0
352.2,Server 1,42,0,14,13,0
352.2,Server 2,58,4,1,7,0
352.59,Server 0,19,1,35,33,0
352.59,Server 1,39,4,10,19,0
352.59,Server 2,58,6,6,2,0
353.87,Server 0,42,0,27,25,0
353.87,Server 1,41,0,10,16,0
353.87,Server 2,36,4,2,4,0
356.03,Server 0,32,1,23,24,0
356.03,Server 1,40,1,6,9,0
356.03,Server 2,41,3,8,7,0
359.18,Server 0,21,2,16,20,0
359.18,Server 1,32,2,5,10,0
359.18,Server 2,34,4,3,0,0
359.88,Server 0,15,4,21,18,0
359.88,Server 1,21,5,11,7,0
359.88,Server 2,26,3,5,7,0
359.92,Server 0,24,3,22,16,0
359.92,Server 1,29,2,5,4,0
359.92,Server 2,43,1,0,4,0
360.33,Server 0,24,5,22,6,0
360.33,Server 1,25,0,7,8,0
360.33,Server 2,39,4,3,4,0
362.18,Server 0,23,3,5,0,0
362.18,Server 1,21,1,12,4,0
362.18,Server 2,25,0,3,0,0
363.38,Server 0,19,0,14,11,0
363.38,Server 1,4,3,3,5,0
363.38,Server 2,1,1,5,0,0
364.18,Server 0,25,1,10,7,0
364.18,Server 1,7,0,20,4,0
364.18,Server 2,15,0,7,11,0
364.31,Server 0,25,4,6,11,0
364.31,Server 1,14,3,3,0,0
364.31,Server 2,11,3,6,14,0
365.03,Server 0,33,5,0,5,0
365.03,Server 1,0,3,4,4,0
365.03,Server 2,17,0,4,8,0
365.36,Server 0,25,4,9,14,0
365.36,Server 1,6,4,5,9,0
365.36,Server 2,27,0,11,5,0
366.42,Server 0,12,0,7,13,0
366.42,Server 1,12,0,9,21,0
366.42,Server 2,2,2,15,14,0
367.44,Server 0,3,1,2,1,0
367.44,Server 1,28,0,10,1,0
367.44,Server 2,20,0,10,2,0
368.09,Server 0,6,1,2,13,0
368.09,Server 1,5,2,2,6,0
368.09,Server 2,22,3,18,15,0
368.71,Server 0,2,1,2,9,0
368.71,Server 1,6,1,12,1,0
368.71,Server 2,0,1,16,18,0
369.15,Server 0,25,1,16,3,0
369.15,Server 1,11,0,13,5,0
369.15,Server 2,0,0,13,19,0
369.23,Server 0,6,0,6,12,0
369.23,Server 1,14,0,0,3,0
369.23,Server 2,20,1,14,4,0
369.86,Server 0,14,0,11,5,0
369.86,Server 1,7,1,7,7,0
369.86,Server 2,0,0,12,13,0
370.77,Server 0,23,4,11,10,0
370.77,Server 1,23,0,2,4,0
370.77,Server 2,8,1,11,14,0
371.08,Server 0,12,3,7,3,0
371.08,Server 1,13,0,13,0,0
371.08,Server 2,9,0,22,21,0
373.14,Server 0,13,1,8,4,0
373.14,Server 1,16,5,8,7,0
373.14,Server 2,5,0,13,18,0
374.33,Server 0,0,0,0,9,0
374.33,Server 1,17,2,9,5,0
374.33,Server 2,5,0,22,16,0
374.58,Server 0,0,0,0,0,0
374.58,Server 1,14,0,0,7,0
374.58,Server 2,0,0,20,20,0
376.26,Server 0,13,4,11,13,0
376.26,Server 1,0,1,12,9,0
376.26,Server 2,22,2,21,33,0
376.32,Server 0,13,2,1,1,0
376.32,Server 1,32,3,9,9,0
376.32,Server 2,3,0,16,27,0
377.61,Server 0,2,0,15,5,0
377.61,Server 1,18,1,11,11,0
377.61,Server 2,12,2,21,28,0
378.61,Server 0,13,0,8,2,0
378.61,Server 1,7,0,5,17,0
378.61,Server 2,15,3,26,31,0
381.13,Server 0,0,0,6,13,0
381.13,Server 1,0,1,20,17,0
381.13,Server 2,0,0,24,32,0
381.6,Server 0,3,0,19,11,0
381.6,Server 1,20,1,20,26,0
381.6,Server 2,9,1,35,28,0
383.62,Server 0,11,0,4,15,0
383.62,Server 1,22,0,17,22,0
383.62,Server 2,11,0,31,36,0
384.1,Server 0,27,3,11,9,0
384.1,Server 1,13,3,10,22,0
384.1,Server 2,18,3,22,37,0
384.53,Server 0,21,2,18,15,0
384.53,Server 1,27,1,22,20,0
384.53,Server 2,14,2,38,45,0
384.73,Server 0,26,3,4,10,0
384.73,Server 1,15,1,18,28,0
384.73,Server 2,8,0,42,36,0
386.27,Server 0,17,1,15,19,0
386.27,Server 1,21,3,23,29,0
386.27,Server 2,43,6,37,40,0
386.34,Server 0,24,0,4,14,0
386.34,Server 1,24,3,25,24,0
386.34,Server 2,18,0,42,37,0
387.0,Server 0,22,2,12,9,0
387.0,Server 1,7,3,24,22,0
387.0,Server 2,25,5,33,37,0
387.29,Server 0,40,3,12,17,0
387.29,Server 1,12,0,19,25,0
387.29,Server 2,29,6,40,44,0
387.72,Server 0,33,0,23,16,0
387.72,Server 1,10,0,20,31,0
387.72,Server 2,18,0,36,32,0
391.3,Server 0,35,3,6,14,0
391.3,Server 1,25,5,27,36,0
391.3,Server 2,46,4,50,51,0
391.42,Server 0,29,2,14,19,0
391.42,Server 1,30,5,36,30,0
391.42,Server 2,30,0,44,47,0
392.39,Server 0,22,0,23,21,0
392.39,Server 1,31,0,26,30,0
392.39,Server 2,30,1,42,51,0
393.85,Server 0,35,6,21,18,0
393.85,Server 1,41,4,40,29,0
393.85,Server 2,36,2,51,52,0
394.24,Server 0,51,1,20,24,0
394.24,Server 1,45,5,30,33,0
394.24,Server 2,31,4,53,46,0
394.65,Server 0,47,7,18,14,0
394.65,Server 1,38,7,35,40,0
394.65,Server 2,40,5,46,48,0
394.78,Server 0,41,0,22,9,0
394.78,Server 1,57,7,37,34,0
394.78,Server 2,30,2,43,43,0
395.73,Server 0,39,3,18,16,0
395.73,Server 1,34,2,40,49,0
395.73,Server 2,42,4,50,53,0
396.9,Server 0,31,1,23,33,0
396.9,Server 1,46,4,36,41,0
396.9,Server 2,28,2,48,55,0
397.75,Server 0,37,4,32,29,0
397.75,Server 1,41,4,38,35,0
397.75,Server 2,34,4,44,48,0
399.59,Server 0,59,3,36,26,0
399.59,Server 1,66,8,35,40,0
399.59,Server 2,61,4,60,56,0
399.61,Server 0,67,8,32,26,0
399.61,Server 1,37,1,44,45,0
399.61,Server 2,65,4,55,60,0
399.79,Server 0,41,5,25,26,0
399.79,Server 1,56,10,48,43,0
399.79,Server 2,53,7,52,52,0
401.12,Server 0,46,8,31,39,0
401.12,Server 1,58,5,47,47,0
401.12,Server 2,68,6,62,54,0
401.29,Server 0,52,9,28,29,0
401.29,Server 1,33,2,42,43,0
401.29,Server 2,48,5,58,49,0
401.8,Server 0,59,8,36,41,0
401.8,Server 1,65,10,53,40,0
401.8,Server 2,56,5,50,47,0
402.45,Server 0,63,3,25,33,0
402.45,Server 1,58,6,49,44,0
402.45,Server 2,70,4,56,46,0
403.09,Server 0,57,4,31,36,0
403.09,Server 1,61,5,57,45,0
403.09,Server 2,68,7,53,63,0
404.88,Server 0,53,4,36,36,0
404.88,Server 1,76,9,46,40,0
404.88,Server 2,75,7,65,56,0
405.28,Server 0,68,4,37,38,0
405.28,Server 1,55,3,61,57,0
405.28,Server 2,59,5,36,54,0
405.71,Server 0,71,6,37,40,0
405.71,Server 1,74,7,45,49,0
405.71,Server 2,74,5,40,52,0
409.79,Server 0,71,7,39,46,0
409.79,Server 1,78,7,52,66,0
409.79,Server 2,63,9,53,53,0
415.75,Server 0,98,10,49,55,1
415.75,Server 1,87,9,57,51,1
415.75,Server 2,99,7,46,39,1
416.28,Server 0,83,8,46,56,1
416.28,Server 1,91,8,61,53,1
416.28,Server 2,76,10,41,38,0
416.48,Server 0,84,7,50,57,1
416.48,Server 1,89,10,53,54,1
416.48,Server 2,100,10,54,46,1
417.02,Server 0,75,4,58,58,0
417.02,Server 1,100,10,49,57,1
417.02,Server 2,64,6,47,40,0
417.53,Server 0,88,9,50,49,1
417.53,Server 1,84,5,51,61,1
417.53,Server 2,87,5,50,52,1
418.62,Server 0,87,5,48,53,1
418.62,Server 1,94,8,55,67,1
418.62,Server 2,100,1,45,45,1
419.6,Server 0,92,8,47,49,1
419.6,Server 1,80,9,50,57,1
419.6,Server 2,72,6,45,37,0
421.29,Server 0,77,5,57,58,0
421.29,Server 1,97,6,50,56,1
421.29,Server 2,92,8,48,44,1
421.35,Server 0,100,10,45,55,1
421.35,Server 1,83,10,49,61,1
421.35,Server 2,79,10,42,42,0
421.95,Server 0,81,5,51,57,1
421.95,Server 1,93,8,56,50,1
421.95,Server 2,74,8,40,45,0
425.13,Server 0,100,10,47,45,1
425.13,Server 1,78,9,42,49,0
425.13,Server 2,84,9,42,50,1
425.25,Server 0,84,4,51,56,1
425.25,Server 1,99,7,51,55,1
425.25,Server 2,91,10,37,40,1
426.52,Server 0,87,8,51,53,1
426.52,Server 1,86,6,46,49,1
426.52,Server 2,92,10,34,29,1
428.18,Server 0,95,6,48,56,1
428.18,Server 1,100,5,41,48,1
428.18,Server 2,89,9,32,32,1
428.68,Server 0,88,8,53,61,1
428.68,Server 1,82,9,50,53,1
428.68,Server 2,95,9,30,32,1
429.07,Server 0,100,10,60,59,1
429.07,Server 1,100,10,36,50,1
429.07,Server 2,100,8,33,32,1
431.59,Server 0,93,8,58,46,1
431.59,Server 1,80,10,37,38,1
431.59,Server 2,83,6,23,23,1
434.28,Server 0,62,8,52,48,0
434.28,Server 1,82,7,37,38,1
434.28,Server 2,86,5,21,26,1
434.71,Server 0,90,9,51,46,1
434.71,Server 1,75,6,40,27,0
434.71,Server 2,86,7,19,29,1
436.3,Server 0,92,10,43,51,1
436.3,Server 1,80,7,30,38,1
436.3,Server 2,87,10,22,21,1
436.41,Server 0,90,6,47,47,1
436.41,Server 1,68,4,40,30,0
436.41,Server 2,82,7,22,16,1
437.01,Server 0,94,8,42,59,1
437.01,Server 1,87,6,35,33,1
437.01,Server 2,75,9,24,17,0
437.63,Server 0,74,10,35,52,0
437.63,Server 1,78,7,39,28,0
437.63,Server 2,79,2,24,21,0
438.42,Server 0,83,9,49,45,1
438.42,Server 1,67,7,34,34,0
438.42,Server 2,70,6,10,17,0
438.53,Server 0,83,4,44,50,1
438.53,Server 1,71,8,20,17,0
438.53,Server 2,79,6,16,24,0
439.69,Server 0,93,7,49,44,1
439.69,Server 1,64,2,19,24,0
439.69,Server 2,71,6,20,15,0
439.99,Server 0,71,8,44,35,0
439.99,Server 1,77,7,20,32,0
439.99,Server 2,77,8,14,18,0
442.31,Server 0,60,5,44,41,0
442.31,Server 1,72,5,33,18,0
442.31,Server 2,65,4,14,9,0
444.7,Server 0,50,1,47,37,0
444.7,Server 1,48,8,30,19,0
444.7,Server 2,47,3,5,8,0
446.1,Server 0,54,1,39,31,0
446.1,Server 1,62,8,28,22,0
446.1,Server 2,70,5,11,12,0
447.52,Server 0,55,7,27,37,0
447.52,Server 1,54,9,31,15,0
447.52,Server 2,42,5,6,13,0
448.86,Server 0,27,3,35,34,0
448.86,Server 1,36,4,14,16,0
448.86,Server 2,53,8,2,10,0
448.97,Server 0,51,8,30,33,0
448.97,Server 1,61,6,9,24,0
448.97,Server 2,42,3,6,0,0
450.06,Server 0,38,7,32,27,0
450.06,Server 1,43,1,11,15,0
450.06,Server 2,31,2,4,0,0
451.01,Server 0,45,4,31,37,0
451.01,Server 1,58,5,9,12,0
451.01,Server 2,46,4,0,1,0
451.69,Server 0,58,7,25,13,0
451.69,Server 1,34,4,9,16,0
451.69,Server 2,41,1,1,4,0
451.82,Server 0,43,2,29,21,0
451.82,Server 1,31,1,16,14,0
451.82,Server 2,41,3,10,5,0
452.25,Server 0,56,7,25,32,0
452.25,Server 1,34,4,18,6,0
452.25,Server 2,36,3,0,4,0
455.24,Server 0,33,3,24,20,0
455.24,Server 1,42,2,10,10,0
455.24,Server 2,42,5,4,2,0
456.34,Server 0,41,1,20,15,0
456.34,Server 1,44,4,4,8,0
456.34,Server 2,38,2,1,1,0
457.17,Server 0,54,3,7,19,0
457.17,Server 1,21,2,6,3,0
457.17,Server 2,44,6,0,7,0
457.93,Server 0,20,0,15,13,0
457.93,Server 1,45,5,0,10,0
457.93,Server 2,14,2,2,7,0
458.32,Server 0,36,6,13,23,0
458.32,Server 1,29,2,14,14,0
458.32,Server 2,39,7,2,6,0
458.4,Server 0,16,0,23,17,0
458.4,Server 1,23,5,15,9,0
458.4,Server 2,24,2,7,8,0
459.35,Server 0,35,0,20,17,0
459.35,Server 1,34,5,11,10,0
459.35,Server 2,22,0,0,9,0
459.43,Server 0,37,2,5,9,0
459.43,Server 1,29,3,16,0,0
459.43,Server 2,24,2,4,1,0
460.15,Server 0,30,1,6,8,0
460.15,Server 1,44,4,11,0,0
460.15,Server 2,43,8,0,9,0
460.9,Server 0,32,4,11,17,0
460.9,Server 1,38,4,0,7,0
460.9,Server 2,13,3,10,8,0
461.48,Server 0,9,3,20,16,0
461.48,Server 1,28,3,8,9,0
461.48,Server 2,14,0,5,13,0
462.1,Server 0,20,5,11,20,0
462.1,Server 1,27,3,0,10,0
462.1,Server 2,36,6,10,12,0
464.65,Server 0,2,0,13,11,0
464.65,Server 1,30,1,2,7,0
464.65,Server 2,4,0,6,13,0
466.41,Server 0,22,4,9,3,0
466.41,Server 1,9,0,0,7,0
466.41,Server 2,16,2,9,18,0
466.94,Server 0,31,2,3,9,0
466.94,Server 1,1,0,2,13,0
466.94,Server 2,0,0,12,14,0
467.63,Server 0,28,1,2,12,0
467.63,Server 1,17,4,1,6,0
467.63,Server 2,5,0,13,13,0
468.34,Server 0,10,1,7,9,0
468.34,Server 1,15,0,7,10,0
468.34,Server 2,33,4,14,20,0
469.08,Server 0,22,4,7,5,0
469.08,Server 1,12,3,0,0,0
469.08,Server 2,12,3,14,12,0
470.45,Server 0,8,0,1,4,0
470.45,Server 1,19,0,0,9,0
470.45,Server 2,7,1,21,17,0
471.22,Server 0,9,2,0,8,0
471.22,Server 1,1,0,7,0,0
471.22,Server 2,21,3,12,17,0
472.46,Server 0,4,0,2,10,0
472.46,Server 1,14,0,3,10,0
472.46,Server 2,0,0,11,27,0
472.51,Server 0,0,1,0,7,0
472.51,Server 1,3,0,9,9,0
472.51,Server 2,22,2,21,16,0
472.76,Server 0,21,2,8,3,0
472.76,Server 1,0,4,9,18,0
472.76,Server 2,0,2,19,26,0
473.6,Server 0,15,2,6,5,0
473.6,Server 1,2,0,1,14,0
473.6,Server 2,9,2,24,27,0
474.16,Server 0,3,0,0,4,0
474.16,Server 1,8,5,5,11,0
474.16,Server 2,15,2,18,20,0
474.18,Server 0,24,0,2,8,0
474.18,Server 1,19,3,2,4,0
474.18,Server 2,30,2,28,28,0
475.03,Server 0,7,2,8,5,0
475.03,Server 1,17,3,8,3,0
475.03,Server 2,11,1,17,28,0
475.88,Server 0,5,0,6,0,0
475.88,Server 1,11,2,10,7,0
475.88,Server 2,9,2,24,29,0
476.32,Server 0,24,0,12,0,0
476.32,Server 1,0,2,16,14,0
476.32,Server 2,4,0,23,25,0
476.74,Server 0,0,0,2,0,0
476.74,Server 1,31,2,9,8,0
476.74,Server 2,27,3,15,30,0
477.79,Server 0,7,0,5,5,0
477.79,Server 1,14,1,17,14,0
477.79,Server 2,0,0,20,27,0
477.97,Server 0,0,0,12,1,0
477.97,Server 1,15,0,9,17,0
477.97,Server 2,6,4,22,26,0
479.08,Server 0,4,0,11,0,0
479.08,Server 1,26,7,11,25,0
479.08,Server 2,1,0,27,33,0
479.99,Server 0,10,5,2,4,0
